Id,Sales
1,4132.6094
857,4103.423
1713,4660.1465
2569,5331.8354
3425,0.0
4281,3530.889
5137,3609.4421
5993,3341.3726
6849,3331.6392
7705,3430.4805
8561,3743.34
9417,0.0
10273,3570.1777
11129,5066.0146
11985,4847.337
12841,4833.2183
13697,5276.788
14553,6071.351
15409,0.041713357
16265,3711.814
17121,3849.2146
17977,3430.1663
18833,3410.96
19689,3489.102
20545,3802.2322
21401,0.03633809
22257,3493.235
23113,4572.7866
23969,4389.379
24825,4400.035
25681,4752.4375
26537,5658.724
27393,0.010937095
28249,3602.1226
29105,3735.4639
29961,3442.6956
30817,3401.1667
31673,3492.572
32529,3830.3801
33385,0.010937095
34241,3602.1226
35097,4963.429
35953,4730.854
36809,4673.791
37665,5108.615
38521,5907.481
39377,0.0
40233,3858.037
2,7281.2637
858,7190.831
1714,8180.8384
2570,9930.127
3426,0.0
4282,3952.9475
5138,5405.009
5994,5549.848
6850,5576.146
7706,5699.1553
8562,6583.7266
9418,0.0
10274,4063.6907
11130,7441.015
11986,7660.88
12842,7697.1787
13698,8548.947
14554,9572.277
15410,0.0
16266,3904.8223
17122,5360.2437
17978,5526.4097
18834,5295.9844
19690,5398.1406
20546,6181.2046
21402,0.0
22258,3627.5159
23114,6454.2114
23970,6780.346
24826,6794.1284
25682,7342.846
26538,9238.964
27394,0.0
28250,3764.762
29106,5156.323
29962,5200.859
30818,5324.649
31674,5551.6167
32530,6408.3945
33386,0.0
34242,3764.762
35098,6915.9824
35954,7317.2646
36810,7171.7207
37666,7750.9297
38522,9457.335
39378,0.0
40234,4233.719
3,9272.192
859,9448.202
1715,10315.609
2571,12676.332
3427,0.013725162
4283,5716.8555
5139,7119.663
5995,7441.3843
6851,7191.7295
7707,7234.1084
8563,8323.01
9419,0.047447085
10275,6498.67
11131,10209.517
11987,10709.617
12843,10649.409
13699,12014.449
14555,14412.988
15411,0.014033198
16267,7334.041
17123,9612.294
17979,9368.107
18835,9128.1455
19691,9157.044
20547,9767.864
21403,0.0
22259,7137.5386
23115,10247.017
23971,10694.684
24827,10642.556
25683,11480.307
26539,14171.613
27395,0.0
28251,7230.5005
29107,9554.145
29963,9550.0625
30819,9362.747
31675,9392.389
32531,10154.096
33387,0.0
34243,7230.5005
35099,10903.775
35955,10902.756
36811,11574.848
37667,11604.937
38523,14745.972
39379,0.0
40235,8211.78
4,5774.212
860,5961.8115
1716,6651.0034
2572,7979.6763
3428,0.0
4284,3777.1365
5140,4692.5264
5996,4473.2695
6852,4555.329
7708,4617.1255
8564,5187.3677
9420,0.0
10276,3943.9758
11132,6428.15
11988,6231.374
12844,6409.764
13700,7152.068
14556,7805.83
15412,0.0064002275
16268,3748.8718
17124,4548.7812
17980,4272.423
18836,4281.104
19692,4376.1177
20548,4836.645
21404,0.0
22260,3491.8057
23116,5657.515
23972,5493.9966
24828,5623.352
25684,6081.378
26540,7395.7383
27396,0.0
28252,3532.8665
29108,4441.1777
29964,4102.7183
30820,4154.324
31676,4246.5205
32532,4752.4917
33388,0.0
34244,3532.8665
35100,5741.753
35956,5513.594
36812,5606.727
37668,6131.6436
38524,7235.4814
39380,0.0
40236,4293.029
5,7012.892
861,7058.0605
1717,7956.2153
2573,9220.425
3429,0.0
4285,4478.816
5141,5652.7847
5997,5402.493
6853,5437.291
7709,5504.7446
8565,6070.581
9421,0.00802505
10277,4663.6997
11133,7654.73
11989,7681.015
12845,7562.587
13701,8519.978
14557,10369.854
15413,0.0
16269,4690.011
17125,5938.6724
17981,5606.754
18837,5529.2515
19693,5495.653
20549,6079.98
21405,0.0
22261,4398.8936
23117,7143.021
23973,7154.6196
24829,7197.549
25685,7893.268
26541,10039.174
27397,0.0
28253,4357.885
29109,5525.2236
29965,5288.564
30821,5320.298
31677,5279.104
32533,5837.993
33389,0.0
34245,4357.885
35101,7083.067
35957,6837.8228
36813,6834.1455
37669,7494.743
38525,8758.793
39381,0.0
40237,5087.792
6,5992.7812
862,5954.162
1718,6804.1094
2574,7926.04
3430,0.0
4286,3608.795
5142,4676.672
5998,4575.221
6854,4545.74
7710,4715.9946
8566,5239.483
9422,0.0
10278,3681.8528
11134,6261.4736
11990,6220.2515
12846,6103.8325
13702,6543.934
14558,7504.4424
15414,0.029973865
16270,3674.579
17126,4729.1484
17982,4437.337
18838,4350.562
19694,4451.1655
20550,4992.5938
21406,0.022842765
22262,3478.4573
23118,5619.3306
23974,5508.7104
24830,5519.9087
25686,6089.446
26542,6982.603
27398,0.0
28254,3604.9792
29110,4639.5796
29966,4470.612
30822,4385.5034
31678,4553.4956
32534,5120.5044
33390,0.0
34246,3604.9792
35102,5860.226
35958,5802.7183
36814,5712.429
37670,6309.044
38526,7431.008
39382,0.0
40238,4206.386
7,8120.7524
863,8212.932
1719,9104.479
2575,10453.815
3431,0.009299755
4287,5788.235
5143,6469.1577
5999,6520.0903
6855,6606.9146
7711,6694.1284
8567,7040.572
9423,0.0355103
10279,6054.037
11135,8752.363
11991,8647.488
12847,8829.375
13703,9890.503
14559,11244.62
15415,0.06980312
16271,6560.4956
17127,7158.442
17983,6956.445
18839,6732.516
19695,6802.8955
20551,7421.8066
21407,0.039832234
22263,6250.715
23119,8786.64
23975,8634.516
24831,8716.092
25687,9429.8545
26543,11168.583
27399,0.022886395
28255,6148.839
29111,6858.8496
29967,6528.174
30823,6516.888
31679,6649.5317
32535,7329.23
33391,0.034806013
34247,6345.847
35103,9143.446
35959,8884.902
36815,8997.855
37671,9937.186
38527,11588.522
39383,0.00360775
40239,6742.9526
8,7615.42
864,7681.799
1720,8750.961
2576,10622.142
3432,0.0
4288,5629.2334
5144,6395.1562
6000,6211.0737
6856,6265.2134
7712,6328.626
8568,6922.331
9424,0.020712018
10280,5786.927
11136,8481.312
11992,8379.651
12848,8452.69
13704,9363.471
14560,10676.349
15416,0.033980846
16272,5977.864
17128,7029.6343
17984,6731.726
18840,6451.731
19696,6499.3643
20552,7067.1816
21408,0.0010329485
22264,5676.965
23120,8117.3525
23976,7938.054
24832,8023.6284
