Id,Sales
1,3740.0
857,3740.0
1713,4381.0
2569,4632.0
3425,0.0
4281,4199.0
5137,3906.0
5993,3485.0
6849,3275.0
7705,3196.0
8561,3676.0
9417,0.0
10273,4199.0
11129,4706.0
11985,4706.0
12841,4706.0
13697,5597.0
14553,5635.0
15409,0.0
16265,4094.0
17121,3869.0
17977,3485.0
18833,3148.0
19689,3196.0
20545,3676.0
21401,0.0
22257,4891.0
23113,3740.0
23969,3740.0
24825,3740.0
25681,5267.0
26537,5004.0
27393,0.0
28249,4425.0
29105,4292.0
29961,3906.0
30817,3906.0
31673,3906.0
32529,3886.0
33385,0.0
34241,4425.0
35097,4451.0
35953,4106.0
36809,4451.0
37665,5433.0
38521,5655.0
39377,0.0
40233,4835.0
2,8034.0
858,8034.0
1714,9084.0
2570,10098.0
3426,0.0
4282,3586.0
5138,4853.0
5994,5389.0
6850,5389.0
7706,5389.0
8562,6745.0
9418,0.0
10274,3586.0
11130,7729.0
11986,7659.0
12842,8659.0
13698,9812.0
14554,11009.0
15410,0.0
16266,4322.0
17122,6419.0
17978,5389.0
18834,5553.0
19690,5553.0
20546,5393.0
21402,0.0
22258,4322.0
23114,6933.0
23970,6933.0
24826,6933.0
25682,8854.0
26538,9258.0
27394,0.0
28250,4322.0
29106,5156.0
29962,5553.0
30818,5389.0
31674,5389.0
32530,5353.0
33386,0.0
34242,4322.0
35098,6933.0
35954,8034.0
36810,8034.0
37666,8714.0
38522,8865.0
39378,0.0
40234,4258.0
3,8384.0
859,8384.0
1715,11201.0
2571,12679.0
3427,0.0
4283,5780.0
5139,7774.0
5995,7774.0
6851,7774.0
7707,7774.0
8563,9155.0
9419,0.0
10275,5780.0
11131,11026.0
11987,10217.0
12843,11026.0
13699,11704.0
14555,12937.0
15411,0.0
16267,7271.0
17123,8402.0
17979,11938.0
18835,8214.0
19691,8402.0
20547,11405.0
21403,0.0
22259,6881.0
23115,11115.0
23971,10789.0
24827,11115.0
25683,12348.0
26539,10948.0
27395,0.0
28251,6991.0
29107,8174.0
29963,8201.0
30819,8214.0
31675,8214.0
32531,11938.0
33387,0.0
34243,7815.0
35099,9774.0
35955,9558.0
36811,9952.0
37667,11465.0
38523,8088.0
39379,0.0
40235,7815.0
4,5889.0
860,5889.0
1716,7106.0
2572,8581.0
3428,0.0
4284,3123.0
5140,4859.0
5996,4782.0
6852,4782.0
7708,4782.0
8564,4441.0
9420,0.0
10276,3622.0
11132,6890.0
11988,5889.0
12844,5889.0
13700,9869.0
14556,9367.0
15412,0.0
16268,3802.0
17124,5373.0
17980,4110.0
