Id,Sales
1,4457.4
857,4880.2
1713,5111.9
2569,5090.2
3425,0.0
4281,4173.3
5137,4116.1
5993,3753.6
6849,3536.8
7705,3466.4
8561,3601.8
9417,0.0
10273,4149.5
11129,4545.9
11985,4443.9
12841,4551.8
13697,4811.6
14553,5633.5
15409,0.0
16265,4210.7
17121,4133.7
17977,3730.0
18833,3672.5
19689,3467.6
20545,3609.4
21401,0.0
22257,4157.0
23113,4338.9
23969,4394.4
24825,4576.4
25681,4897.7
26537,5623.8
27393,0.0
28249,4046.1
29105,3766.6
29961,3612.8
30817,3630.8
31673,3567.0
32529,3795.8
33385,0.0
34241,4015.5
35097,4885.5
35953,4878.3
36809,4870.9
37665,4971.2
38521,5633.5
39377,0.0
40233,4504.2
2,7709.9
858,7826.8
1714,8904.3
2570,10048.0
3426,0.0
4282,3897.4
5138,5555.1
5994,5565.8
6850,5620.0
7706,5866.6
8562,6334.9
9418,0.0
10274,3695.0
11130,7310.5
11986,7815.6
12842,7898.1
13698,9446.4
14554,9518.7
15410,0.0
16266,3535.6
17122,6512.9
17978,5400.8
18834,5622.3
19690,5596.3
20546,5896.0
21402,0.0
22258,3589.5
23114,7140.4
23970,6919.7
24826,7322.5
25682,8022.6
26538,9317.6
27394,0.0
28250,3378.4
29106,5524.7
29962,5690.8
30818,5467.0
31674,5477.5
32530,5975.2
33386,0.0
34242,3594.3
35098,7113.8
35954,7502.1
36810,7552.8
37666,8213.5
38522,9139.5
39378,0.0
40234,3752.3
3,8685.7
859,9188.7
1715,11161.1
2571,11822.3
3427,0.0
4283,6097.1
5139,8057.4
5995,7685.1
6851,7779.7
7707,7950.5
8563,8637.4
9419,0.0
10275,6197.9
11131,10194.9
11987,9648.5
12843,10094.0
13699,11758.3
14555,13924.7
15411,0.0
16267,8147.0
17123,10194.9
17979,9644.1
18835,9283.8
19691,9864.0
20547,10963.8
21403,0.0
22259,7178.9
23115,10056.5
23971,10749.0
24827,10225.1
25683,11526.7
26539,13602.0
27395,0.0
28251,7893.4
29107,9557.8
29963,9184.7
30819,9410.6
31675,10745.6
32531,10894.2
33387,0.0
34243,7557.3
35099,10665.3
35955,11187.6
36811,10687.5
37667,12086.3
38523,14463.1
39379,0.0
40235,7667.2
4,6380.2
860,6151.1
1716,7113.1
2572,8207.0
3428,0.0
4284,3610.0
5140,4769.8
5996,4906.9
6852,4741.7
7708,4762.6
8564,4863.5
9420,0.0
10276,3521.0
11132,5560.7
11988,6763.9
12844,6421.6
13700,7129.2
14556,7908.3
15412,0.0
16268,3540.7
17124,5614.5
17980,4709.3
18836,4685.0
19692,4214.2
20548,4895.9
21404,0.0
22260,3049.1
23116,5085.1
23972,5297.6
24828,5468.9
25684,6755.9
26540,7984.9
27396,0.0
28252,2649.9
29108,5065.9
29964,4341.1
30820,4699.5
31676,4569.5
32532,4858.5
33388,0.0
34244,3071.5
35100,5225.4
35956,5225.4
36812,5731.4
37668,6396.2
38524,8203.8
39380,0.0
40236,3492.4
5,6116.9
861,6927.9
1717,7691.0
2573,9453.9
3429,0.0
4285,6038.8
5141,5705.1
5997,6182.6
6853,6048.9
7709,6058.5
8565,6121.1
9421,0.0
10277,5892.9
11133,7395.2
11989,6680.4
12845,7359.2
13701,8570.9
14557,9934.4
15413,0.0
16269,6162.2
17125,6507.3
17981,6040.9
18837,6055.3
19693,6044.9
20549,6122.5
21405,0.0
22261,6035.2
23117,7106.0
23973,7088.3
24829,7437.2
25685,8530.8
26541,9324.2
27397,0.0
28253,6290.2
29109,5801.3
29965,6151.5
30821,6245.8
31677,6299.9
32533,5975.8
33389,0.0
34245,6068.0
35101,7074.3
35957,6910.9
36813,7060.2
37669,8287.8
38525,9871.5
39381,0.0
40237,6075.8
6,5537.4
862,5739.3
1718,6295.4
2574,7588.8
3430,0.0
4286,4691.3
5142,5096.5
5998,4988.8
6854,5082.5
7710,4662.0
8566,4805.4
9422,0.0
10278,4487.0
11134,5476.6
11990,5517.1
12846,5681.3
13702,6385.6
14558,7379.1
15414,0.0
16270,3927.5
17126,5141.0
17982,4505.3
18838,4021.6
19694,4426.3
20550,4410.8
21406,0.0
22262,3469.6
23118,5071.9
23974,5088.6
24830,5164.3
25686,6759.1
26542,6885.4
27398,0.0
28254,3941.6
29110,5201.2
29966,4803.2
30822,5056.3
31678,4911.7
32534,5476.7
33390,0.0
34246,3951.7
35102,5272.7
35958,5649.6
36814,5732.3
37670,6304.3
38526,7154.7
39382,0.0
40238,3515.2
7,7846.0
863,7902.4
1719,7982.4
2575,9591.4
3431,0.0
4287,5784.0
5143,6227.1
5999,6611.2
6855,6736.5
7711,6595.7
8567,6750.9
9423,0.0
10279,6059.8
11135,7778.8
11991,8130.7
12847,8812.5
13703,9335.7
14559,9616.4
15415,0.0
16271,7283.1
17127,8145.4
17983,8021.0
18839,8075.6
19695,8227.9
20551,8266.4
21407,0.0
22263,7436.5
23119,8377.9
23975,8361.7
24831,9041.4
25687,9573.4
26543,9636.4
27399,0.0
28255,6347.0
29111,7404.4
29967,6987.8
30823,6872.1
31679,7114.2
32535,7283.8
33391,0.0
34247,5837.5
35103,8037.4
35959,8512.3
36815,8512.2
37671,9437.4
38527,11278.6
39383,0.0
40239,6083.2
8,7670.0
864,7768.7
1720,8425.7
2576,10573.9
3432,0.0
4288,5529.1
5144,6428.3
6000,6045.6
6856,5930.2
7712,5903.9
8568,6173.1
9424,0.0
10280,5518.4
11136,7879.0
11992,8275.8
12848,8381.6
13704,9593.3
14560,11098.9
15416,0.0
16272,6425.2
17128,6914.6
17984,6309.0
18840,6014.2
19696,6005.8
20552,6802.3
21408,0.0
22264,5705.7
23120,7800.4
23976,8471.3
24832,8116.7
25688,9345.0
26544,10266.3
27400,0.0
28256,5423.4
29112,6567.2
29968,5977.7
30824,5882.4
31680,5760.9
32536,6226.7
33392,0.0
34248,5643.2
35104,8329.7
35960,7977.8
36816,8259.1
37672,9255.6
38528,9614.6
39384,0.0
40240,6100.7
9,3411.5
865,3621.5
1721,4852.0
2577,4880.2
3433,0.0
4289,4270.3
5145,4976.6
6001,5171.6
6857,4957.9
7713,5035.7
8569,5358.2
9425,0.0
10281,4468.5
11137,3548.1
11993,3411.5
12849,3499.5
13705,4868.5
14561,4880.2
15417,0.0
16273,4995.6
17129,7574.2
17985,4477.0
18841,5052.0
19697,4216.7
20553,5603.8
21409,0.0
22265,4420.6
23121,3851.2
23977,3744.5
24833,3657.5
25689,5053.7
26545,5432.8
27401,0.0
28257,0.0
29113,5144.8
29969,5558.3
30825,4884.8
31681,5906.8
32537,5983.1
33393,0.0
34249,0.0
35105,3905.8
35961,3760.2
36817,4748.8
37673,4600.8
38529,4880.2
39385,0.0
40241,5682.6
10,5538.0
866,5495.1
1722,6291.9
2578,7661.1
3434,0.0
4290,3642.8
5146,4476.1
6002,4801.2
6858,4708.1
7714,4715.1
8570,5039.0
9426,0.0
10282,3640.3
11138,5548.8
11994,5986.9
12850,5947.9
13706,6658.3
14562,7869.0
15418,0.0
16274,3767.9
17130,4945.9
17986,4614.1
18842,4741.1
19698,4620.0
20554,4860.3
21410,0.0
22266,3767.9
23122,5539.2
23978,5760.2
24834,5775.8
25690,6532.4
26546,8080.4
27402,0.0
28258,3728.9
29114,4627.1
29970,4721.0
30826,4676.0
31682,4477.9
32538,4872.6
33394,0.0
34250,3740.3
35106,5403.2
35962,5798.1
36818,5946.7
37674,6774.4
38530,7633.1
39386,0.0
40242,3587.5
11,6344.3
867,6491.4
1723,6446.7
2579,8650.5
3435,0.0
4291,4880.3
5147,5532.9
6003,5158.4
6859,4657.1
7715,5164.8
8571,5000.9
9427,0.0
10283,4951.1
11139,6697.0
11995,6762.3
12851,6854.6
13707,7567.8
14563,9313.5
15419,0.0
16275,5664.3
17131,7178.8
17987,5930.0
18843,5546.5
19699,5228.5
20555,7595.6
21411,0.0
22267,6143.9
23123,7170.6
23979,7284.9
24835,7408.4
25691,7370.1
26547,9730.3
27403,0.0
28259,5770.7
29115,5781.8
29971,5492.4
30827,5341.6
31683,5138.0
32539,5878.6
33395,0.0
34251,5406.7
35107,7538.6
35963,7676.7
36819,7510.1
37675,7450.7
38531,9664.4
39387,0.0
40243,5431.3
12,7716.4
868,7935.5
1724,8443.7
2580,10576.9
3436,0.0
4292,4963.0
5148,6494.7
6004,6608.4
6860,6633.3
7716,6497.4
8572,6895.3
9428,0.0
10284,5291.2
11140,7739.8
11996,7787.5
12852,8981.9
13708,8371.0
14564,9879.5
15420,0.0
16276,4650.5
17132,6496.4
17988,5753.1
18844,5657.7
19700,5850.9
20556,6532.0
21412,0.0
22268,4968.3
23124,6968.0
23980,7416.3
24836,7619.4
25692,8360.8
26548,9553.1
27404,0.0
28260,5191.5
29116,6178.8
29972,6228.6
30828,6255.6
31684,6455.8
32540,6918.3
33396,0.0
34252,5216.6
35108,7547.6
35964,7791.7
36820,8123.2
37676,9201.3
38532,10050.7
39388,0.0
40244,5694.6
13,7032.6
869,7070.3
1725,8075.1
2581,9075.6
3437,0.0
4293,4517.0
5149,5782.6
6005,5925.3
6861,5725.0
7717,5928.9
8573,5969.5
9429,0.0
10285,4554.8
11141,7074.8
11997,7289.9
12853,7149.5
13709,8636.6
14565,8666.5
15421,0.0
16277,5126.6
17133,7664.3
17989,6268.9
18845,5996.6
19701,6147.0
20557,6287.9
21413,0.0
22269,4866.2
23125,7114.8
23981,7169.8
24837,7175.1
25693,8221.4
26549,9419.3
27405,0.0
28261,4938.5
29117,6018.9
29973,6169.0
30829,5924.8
31685,5922.8
32541,6102.9
33397,0.0
34253,5021.6
35109,7073.8
35965,7390.5
36821,7375.0
37677,7818.2
38533,9399.5
39389,0.0
40245,4906.5
14,6872.0
870,7107.8
1726,7440.8
2582,9416.8
3438,0.0
4294,5891.1
5150,7031.2
6006,6039.2
6862,6068.7
7718,6535.8
8574,6079.4
9430,0.0
10286,6616.0
11142,7573.6
11998,9010.3
12854,7439.2
13710,7811.7
14566,11100.9
15422,0.0
16278,6607.6
17134,7186.7
17990,6642.2
18846,6528.2
19702,6540.2
20558,7509.6
21414,0.0
22270,6676.0
23126,7909.5
23982,7825.4
24838,8200.6
25694,9278.1
26550,11278.9
27406,0.0
28262,0.0
29118,6396.4
29974,7188.5
30830,7476.7
31686,7008.5
32542,7356.0
33398,0.0
34254,7266.6
35110,7407.9
35966,7516.2
36822,7908.0
37678,10491.8
38534,10905.0
39390,0.0
40246,6046.8
15,5778.0
871,5878.2
1727,6837.8
2583,9046.8
3439,0.0
4295,5414.5
5151,4793.0
6007,4358.6
6863,4284.8
7719,4264.4
8575,4811.1
9431,0.0
10287,4434.7
11143,6025.3
11999,5861.0
12855,5866.0
13711,6735.2
14567,8069.5
15423,0.0
16279,4379.5
17135,4071.1
17991,3638.8
18847,3367.1
19703,3187.7
20559,3533.9
21415,0.0
22271,4633.5
23127,6092.5
23983,5722.2
24839,5950.2
25695,7160.3
26551,7788.1
27407,0.0
28263,4304.9
29119,4106.2
29975,3982.7
30831,3686.6
31687,3418.0
32543,3888.9
33399,0.0
34255,4514.8
35111,5859.4
35967,5775.5
36823,5676.7
37679,7240.5
38535,7941.0
39391,0.0
40247,6153.0
16,4484.6
872,4544.3
1728,4264.2
2584,6568.2
3440,0.0
4296,2991.7
5152,4152.3
6008,3980.9
6864,3765.1
7720,3946.1
8576,4071.6
9432,0.0
10288,2818.2
11144,4355.8
12000,4197.4
12856,4246.7
13712,4615.8
14568,5857.0
15424,0.0
16280,3301.7
17136,4611.7
17992,4333.2
18848,4366.0
19704,4379.8
20560,4082.8
21416,0.0
22272,2709.6
23128,4281.0
23984,4090.6
24840,4279.2
25696,4613.5
26552,6099.9
27408,0.0
28264,0.0
29120,3886.2
29976,3928.0
30832,3862.8
31688,4055.9
32544,4261.4
33400,0.0
34256,2954.5
35112,4409.0
35968,4357.9
36824,4598.7
37680,4521.1
38536,6944.9
39392,0.0
40248,2988.5
17,5756.7
873,5859.7
1729,6508.0
2585,7609.3
3441,0.0
4297,4648.1
5153,4671.9
6009,4230.8
6865,4031.1
7721,3734.8
8577,3925.4
9433,0.0
10289,4648.1
11145,5620.4
12001,5686.1
12857,5805.1
13713,6744.0
14569,7962.5
15425,0.0
16281,5084.3
17137,5047.0
17993,4296.8
18849,4025.6
19705,3963.1
20561,4072.2
21417,0.0
22273,5048.7
23129,5447.3
23985,5622.4
24841,5651.4
25697,6362.0
26553,7713.4
27409,0.0
28265,4685.0
29121,5188.2
29977,4165.5
30833,4025.6
31689,4028.4
32545,4160.7
33401,0.0
34257,4931.6
35113,5303.4
35969,5831.3
36825,5760.4
37681,6725.5
38537,7719.8
39393,0.0
40249,4675.2
18,9250.7
874,9313.1
1730,10411.8
2586,13291.2
3442,0.0
4298,6529.3
5154,7316.0
6010,7376.6
6866,7231.8
7722,6877.4
8578,7244.9
9434,0.0
10290,6383.0
11146,10320.6
12002,9776.1
12858,10643.9
13714,11630.3
14570,13744.2
15426,0.0
16282,7195.1
17138,8428.0
17994,8594.6
18850,6970.1
19706,6747.7
20562,7139.4
21418,0.0
22274,7047.6
23130,10140.2
23986,9908.2
24842,10996.0
25698,11306.8
26554,13413.4
27410,0.0
28266,7158.5
29122,7687.9
29978,6933.9
